trajectory_id,physics_description,filepath
151,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.160.",trajectory_000151.npy
152,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.160.",trajectory_000152.npy
153,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.160.",trajectory_000153.npy
154,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.160.",trajectory_000154.npy
155,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.160.",trajectory_000155.npy
156,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.160.",trajectory_000156.npy
157,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.160.",trajectory_000157.npy
158,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.160.",trajectory_000158.npy
159,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.160.",trajectory_000159.npy
160,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.170.",trajectory_000160.npy
161,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.170.",trajectory_000161.npy
162,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.170.",trajectory_000162.npy
163,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.170.",trajectory_000163.npy
164,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.170.",trajectory_000164.npy
165,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.170.",trajectory_000165.npy
166,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.170.",trajectory_000166.npy
167,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.170.",trajectory_000167.npy
168,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.170.",trajectory_000168.npy
169,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.170.",trajectory_000169.npy
170,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.180.",trajectory_000170.npy
171,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.180.",trajectory_000171.npy
172,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.180.",trajectory_000172.npy
173,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.180.",trajectory_000173.npy
174,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.180.",trajectory_000174.npy
175,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.180.",trajectory_000175.npy
176,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.180.",trajectory_000176.npy
177,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.180.",trajectory_000177.npy
178,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.180.",trajectory_000178.npy
179,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.180.",trajectory_000179.npy
180,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.190.",trajectory_000180.npy
181,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.190.",trajectory_000181.npy
182,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.190.",trajectory_000182.npy
183,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.190.",trajectory_000183.npy
184,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.190.",trajectory_000184.npy
185,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.190.",trajectory_000185.npy
186,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.190.",trajectory_000186.npy
187,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.190.",trajectory_000187.npy
188,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.190.",trajectory_000188.npy
189,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.190.",trajectory_000189.npy
190,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.200.",trajectory_000190.npy
191,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.200.",trajectory_000191.npy
192,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.200.",trajectory_000192.npy
193,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.200.",trajectory_000193.npy
194,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.200.",trajectory_000194.npy
195,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.200.",trajectory_000195.npy
196,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.200.",trajectory_000196.npy
197,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.200.",trajectory_000197.npy
198,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.200.",trajectory_000198.npy
199,"1D viscous Burgers equation: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x². Domain: [0, 2π] periodic boundary conditions. Viscosity: ν=0.200.",trajectory_000199.npy
